Title,Description,Link,Site,Label
نادال يطلب عدم تعارض مباراته مع لقاء ريال مدريد وسيتي,طلب نجم التنس الإسباني المخضرم رافاييل نادال، بألا تتعارض مباراته الافتتاحية في بطولة مدريد المفتوحة مع مباراة فريقه المفضل ريال مدريد الإسباني مع ...,https://www.alarabiya.net//sport/other-sport/2022/05/04/نادال-يطلب-عدم-تعارض-مباراته-مع-لقاء-ريال-مدريد-وسيتي,Al-Arabiya,Sport
الفيحاء يهزم الهلال ويقرب اتحاد جدة من لقب الدوري,تلقت آمال الهلال في الاحتفاظ بلقب الدوري السعودي للمحترفين لكرة القدم ضربة قوية بخسارته 1-صفر أمام مضيفه الفيحاء في مباراة مؤجلة يوم الثلاثاء.وتجمد ...,https://www.alarabiya.net//sport/saudi-sport/2022/05/03/الفيحاء-يهزم-الهلال-ويقرب-اتحاد-جدة-من-اللقب,Al-Arabiya,Sport
"الاتحاد الجزائري: ""فيفا"" لم يفصل في شكوى مباراة الكاميرون",نفى الاتحاد الجزائري لكرة القدم يوم الثلاثاء، ما يتردد بشأن رفض الاتحاد الدولي (الفيفا) تظلمه حول مباراة إياب المرحلة الحاسمة المؤهلة لكأس العالم 2022 ...,https://www.alarabiya.net//sport/arab-sport/2022/05/03/الاتحاد-الجزائري-فيفا-لم-يفصل-في-شكوى-مباراة-الكاميرون,Al-Arabiya,Sport
"أنس جابر تطلب من نادال تذاكر ""برنابيو"" لمساندة ريال مدريد",مازحت نجمة كرة المضرب التونسية أنس جابر، أسطورة كرة المضرب الإسباني رافايل نادال وطالبته بتذاكر لحضور مباراة مواطنه ريال مدريد وضيفه مانشستر سيتي ...,https://www.alarabiya.net//sport/other-sport/2022/05/03/أنس-جابر-تطلب-من-نادال-تذاكر-لمساندة-ريال-مدريد,Al-Arabiya,Sport
غوارديولا يكشف حالة ثنائي الدفاع لمواجهة ريال مدريد,قال بيب غوارديولا مدرب مانشستر سيتي، إن الظهير الأيمن كايل ووكر جاهز لمواجهة ريال مدريد في إياب قبل نهائي دوري أبطال أوروبا لكرة القدم في مدريد يوم ...,https://www.alarabiya.net//sport/international-sport/2022/05/03/غوارديولا-يكشف-حالة-ثنائي-الدفاع-لمواجهة-ريال-مدريد,Al-Arabiya,Sport
"مودريتش يتوعد مانشستر سيتي بـ ""التاريخ""",قال لوكا مودريتش لاعب خط وسط ريال مدريد الإسباني لكرة القدم، إن المباراة المقررة أمام مانشستر سيتي الإنجليزي يوم الأربعاء في إياب الدور قبل النهائي من ...,https://www.alarabiya.net//sport/international-sport/2022/05/03/مودريتش-يتوعد-مانشستر-سيتي-بـ-التاريخ-,Al-Arabiya,Sport
"غوارديولا يعود إلى ""برنابيو"" بذكريات الانتصارات والسداسية","يعوّل الإسباني بيب غوارديولا على رصيده الجيد في ملعب ""سانتياغو برنابيو"" في مدريد عندما يحلّ الأربعاء مع فريقه مانشستر سيتي ضيفا على ريال مدريد ...",https://www.alarabiya.net//sport/international-sport/2022/05/03/غوارديولا-يعود-الى-برنابيو-بذكريات-الانتصارات-والسداسية,Al-Arabiya,Sport
مولر يمدد عقده مع بايرن ميونخ,مدد توماس مولر عقده مع بطل ألمانيا بايرن ميونخ حتى عام 2024، بحسب ما أعلن الثلاثاء، حيث من المقرر أن يقضي لاعب الوسط المهاجم الدولي كامل مسيرته ...,https://www.alarabiya.net//sport/international-sport/2022/05/03/مولر-يمدد-عقده-مع-بايرن-ميونخ,Al-Arabiya,Sport
هونيس: ليفاندوفسكي سيبقى مع بايرن بنسبة 100%,أكّد أولي هونيس الرئيس الفخري والمهاجم السابق لنادي بايرن ميونيخ الثلاثاء، أن المهاجم الدولي البولندي روبرت ليفاندوفيسكي سيبقى في صفوف عملاق بافاريا ...,https://www.alarabiya.net//sport/international-sport/2022/05/03/هونيس-ليفاندوفسكي-سيبقى-مع-بايرن-بنسبة-100-,Al-Arabiya,Sport
سبب غريب يمنع حكم سلة ألماني من إدارة المباريات,"قال حكم السلة الألماني بنيامين بارث، إنه لم يتم تعيينه لإدارة مباريات الدوري الأوروبي لكرة السلة، بسبب رفضه حلق لحيته.وكشف الحكم البالغ من العمر ""43 ...",https://www.alarabiya.net//sport/other-sport/2022/05/03/سبب-غريب-يمنع-حكم-سلة-ألماني-من-ادارة-المباريات-,Al-Arabiya,Sport
أنشيلوتي يخطط للابتعاد عن تدريب الأندية بعد ريال مدريد,كشف المدرب الإيطالي كارلو أنشيلوتي أنه سينهي مشواره على الأرجح في العمل بالتدريب على مستوى الأندية بمجرد رحيله عن منصب المدير الفني لفريق ريال مدريد ...,https://www.alarabiya.net//sport/international-sport/2022/05/03/أنشيلوتي-يخطط-للابتعاد-عن-تدريب-الأندية-بعد-ريال-مدريد,Al-Arabiya,Sport
الاتحاد المغربي ينفي إقالة خليلوزيتش,نفى الاتحاد المغربي لكرة القدم برئاسة فوزي لقجع أخبار إقالة وحيد خليلوزيتش مدرب المنتخب المغربي قبل أشهر من انطلاق بطولة كأس العالم 2022.وتأهل المنتخب ...,https://www.alarabiya.net//sport/arab-sport/2022/05/03/الاتحاد-المغربي-ينفي-اقالة-خليلوزيتش,Al-Arabiya,Sport
مانشستر يونايتد يودّع جماهيره الغاضبة بفوز على برنتفورد,ودّع مانشستر يونايتد جماهيره الغاضبة وربما نجمه البرتغالي كريستيانو رونالدو، بفوزه 3-صفر على ضيفه برنتفورد في ختام منافسات المرحلة الخامسة والثلاثين ...,https://www.alarabiya.net//sport/international-sport/2022/05/03/مانشستر-يونايتد,Al-Arabiya,Sport
محرز يطالب إيلون ماسك بإعادة توثيق حسابه,"طلب الجزائري رياض محرز نجم نادي مانشستر سيتي الإنجليزي يوم الاثنين من المليادير الأميركي إيلون ماسك إعادة توثيق حسابه في موقع التواصل الاجتماعي""تويتر"" ...",https://www.alarabiya.net//sport/international-sport/2022/05/02/محرز-يطالب-ايلون-ماسك-باعادة-توثيق-حسابه,Al-Arabiya,Sport
الدوري السعودي يعود بمؤجلة الفيحاء والهلال,يحل الهلال ضيفاً ثقيلاً على الفيحاء يوم الثلاثاء في مباراة الفريقين المؤجلة من الجولة التاسعة عشرة من دوري كأس محمد بن سلمان للمحترفين بعد مشاركة ...,https://www.alarabiya.net//sport/saudi-sport/2022/05/02/الدوري-السعودي-يعود-بمؤجلة-الفيحاء-والهلال,Al-Arabiya,Sport
ميهايلوفيتش يغادر المستشفى بعد نجاح علاجه من السرطان,غادر الصربي سينيسا ميهايلوفيتش مدرب بولونيا الإيطالي لكرة القدم المستشفى بعد استجابته بشكل جيد للعلاج من سرطان الدم، بحسب ما أفاد يوم الاثنين ...,https://www.alarabiya.net//sport/international-sport/2022/05/02/ميهايلوفيتش-يغادر-المستشفى-بعد-نجاح-علاجه-من-السرطان,Al-Arabiya,Sport
"حرمان المنتخب والأندية الروسية من المشاركة في بطولات ""يويفا"" الموسم المقبل","أعلن الاتحاد الأوروبي لكرة القدم ""يويفا"" يوم الاثنين منع منتخب روسيا للرجال والأندية الروسية من المشاركة في المسابقات الأوروبية الموسم المقبل.وكشف ...",https://www.alarabiya.net//sport/international-sport/2022/05/02/حرمان-المنتخب-والأندية-الروسية-من-المشاركة-في-بطولات-يويفا-الموسم-المقبل,Al-Arabiya,Sport
توخيل: قد لا نتأهل إلى دوري الأبطال,قال توماس توخيل مدرب تشيلسي، عقب الخسارة 1-صفر أمام إيفرتون إنه قد لا ينهي الموسم في المربع الذهبي إذا واصل تحقيق نتائج متباينة في آخر أربع مباريات ...,https://www.alarabiya.net//sport/international-sport/2022/05/02/توخيل-قد-لا-نتأهل-الى-دوري-الأبطال,Al-Arabiya,Sport
ماتيوس منتقداً رحلة إيبيزا: بايرن الحالي ليس فريقاً حقيقياً,انتقد نجم الكرة الألمانية السابق لوثار ماتيوس، لاعبي بايرن ميونخ بعد ذهابهم في رحلة إلى مدينة إيبيزا الإسبانية، رغم الخسارة 1 - 3 أمام ماينز في الدوري ...,https://www.alarabiya.net//sport/international-sport/2022/05/02/ماتيوس-منتقداً-رحلة-ايبيزا-بايرن-الحالي-ليس-فريقاً-حقيقياً,Al-Arabiya,Sport
ليفربول يبحث عن تكرار إنجاز سلتيك قبل 55 عاماً,يبحث ليفربول عن رباعية تاريخية لناد إنجليزي، بعد تتويجه بكأس رابطة الأندية محليا ومنافسته على لقبي الكأس والدوري بالاضافة الى اقترابه من نهائي دوري ...,https://www.alarabiya.net//sport/international-sport/2022/05/02/ليفربول-يبحث-عن-تكرار-انجاز-سلتيك-قبل-55-عاماً,Al-Arabiya,Sport
"كلوب: علينا الاستعداد لـ ""الأسوأ"" أمام فياريال",قال يورغن كلوب مدرب ليفربول اليوم الاثنين إن فريقه أنجز نصف المهمة فقط في الدور قبل النهائي لدوري أبطال أوروبا لكرة القدم أمام فياريال ويتعين عليه ...,https://www.alarabiya.net//sport/international-sport/2022/05/02/كلوب-علينا-الاستعداد-لـ-الأسوأ-أمام-فياريال,Al-Arabiya,Sport
برشلونة ينفي التواصل مع وكيل أعمال ليفاندوفسكي,نفى نادي برشلونة الإسباني التكهنات التي أثيرت حول اجتماعه بوكيل أعمال روبرت ليفاندوفسكي لبحث إمكانية انتقال الهداف البولندي لكامب نو قادما من صفوف ...,https://www.alarabiya.net//sport/international-sport/2022/05/02/برشلونة-ينفي-التواصل-مع-وكيل-أعمال-ليفاندوفسكي,Al-Arabiya,Sport
